x1,x2
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
1.0000,0.0000
0.9993,0.0000
0.9964,0.0000
0.9941,0.0000
0.9938,0.0000
0.9930,0.0000
0.9880,0.0000
0.9813,0.0000
0.9801,0.0000
0.9764,0.0000
0.9763,0.0000
0.9712,0.0000
0.9697,0.0000
0.9683,0.0000
0.9668,0.0000
0.9658,0.0000
0.9634,0.0000
0.9600,0.0000
0.9569,0.0000
0.9540,0.0000
0.9504,0.0000
0.9497,0.0000
0.9489,0.0000
0.9485,0.0000
0.9470,0.0000
0.9468,0.0000
0.9465,0.0000
0.9461,0.0000
0.9460,0.0000
0.9436,0.0000
0.9432,0.0000
0.9408,0.0000
0.9406,0.0000
0.9393,0.0000
0.9372,0.0000
0.9339,0.0000
0.9323,0.0000
0.9314,0.0000
0.9301,0.0000
0.9292,0.0000
